"Lang","List","ID","Size","Orientation","Match","RT","ACC"
"english","SP_List4","9588010","S","H","Y",500.390014648438,100
"english","SP_List4","9588010","S","V","N",568.87255859375,100
"english","SP_List4","9588010","S","V","Y",504.650146484375,87.5
"english","SP_List4","9648548","L","H","N",689.49755859375,100
"english","SP_List4","9648548","L","H","Y",660.0048828125,87.5
"english","SP_List4","9648548","L","V","N",615.00244140625,100
"english","SP_List4","9648548","L","V","Y",659.00244140625,100
"english","SP_List4","9648548","S","H","N",647.9951171875,87.5
"english","SP_List4","9648548","S","H","Y",648,62.5
"english","SP_List4","9648548","S","V","N",598,87.5
"english","SP_List4","9648548","S","V","Y",670.00244140625,75
"English","SP_List4","9839943","L","H","N",789.110107421875,87.5
"English","SP_List4","9839943","L","H","Y",672.8798828125,87.5
"English","SP_List4","9839943","L","V","N",676.190063476562,100
"English","SP_List4","9839943","L","V","Y",703.052490234375,75
"English","SP_List4","9839943","S","H","N",660.817504882812,100
"English","SP_List4","9839943","S","H","Y",571.045043945312,100
"English","SP_List4","9839943","S","V","N",695.322509765625,100
"English","SP_List4","9839943","S","V","Y",695.920043945312,100
"English ","SP_List1","1396603","L","H","N",603.239990234375,50
"English ","SP_List1","1396603","L","H","Y",461.72998046875,87.5
"English ","SP_List1","1396603","L","V","N",548.445068359375,75
"English ","SP_List1","1396603","L","V","Y",508.25244140625,75
"English ","SP_List1","1396603","S","H","N",496.1875,75
"English ","SP_List1","1396603","S","H","Y",728.574951171875,62.5
"English ","SP_List1","1396603","S","V","N",547.682495117188,100
"English ","SP_List1","1396603","S","V","Y",538.250122070312,100
"English and Spanish","SP_List2","8565024","L","H","N",668,87.5
"English and Spanish","SP_List2","8565024","L","H","Y",689.5,100
"English and Spanish","SP_List2","8565024","L","V","N",708,87.5
"English and Spanish","SP_List2","8565024","L","V","Y",642,87.5
"English and Spanish","SP_List2","8565024","S","H","N",676,100
"English and Spanish","SP_List2","8565024","S","H","Y",526.99755859375,100
"English and Spanish","SP_List2","8565024","S","V","N",711.0048828125,87.5
"English and Spanish","SP_List2","8565024","S","V","Y",537,100
"english, croatian","SP_List3","7366707","L","H","N",659.482543945312,100
"english, croatian","SP_List3","7366707","L","H","Y",766.78759765625,100
"english, croatian","SP_List3","7366707","L","V","N",673.200073242188,100
"english, croatian","SP_List3","7366707","L","V","Y",687.10498046875,100
"english, croatian","SP_List3","7366707","S","H","N",599.572509765625,100
"english, croatian","SP_List3","7366707","S","H","Y",601.200073242188,100
"english, croatian","SP_List3","7366707","S","V","N",630.845092773438,100
"english, croatian","SP_List3","7366707","S","V","Y",650.519897460938,100
